"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29400","Verify API Testing Link Visible On Checkout Page","firefox","2026-06-01","passed","2026-06-01","","checkout\checkoutApiLink.spec.js","",""
"","10012","Verify Login Button Visible","webkit","2026-06-01","passed","2026-06-01","","authentication\loginButtonVisibility.spec.js","",""
"","16005","Verify Search Button Visibility","firefox","2026-06-01","passed","2026-06-01","","product\searchButton.spec.js","",""
"","14160","Verify Subscription Section Visible","webkit","2026-06-01","passed","2026-06-01","","contact\contactSubscriptionVisibility.spec.js","",""
"","18293","Verify Search Input Accepts Text","firefox","2026-06-01","passed","2026-06-01","","product\searchInput.spec.js","",""
"","4640","Verify Cart Page Title","chromium","2026-06-01","passed","2026-06-01","","cart/cartPageTitle.spec.js","",""
"","27537","Login with sahil.alamcse1@gmail.com","webkit","2026-06-01","passed","2026-06-01","Data Driven Login Tests","authentication\loginDataDriven.spec.js","",""
"","1351","Verify Signup Page Heading","chromium","2026-06-01","passed","2026-06-01","","authentication/signupPageHeading.spec.js","",""
"","1706","Verify Home Link Visible On Contact Page","chromium","2026-06-01","passed","2026-06-01","","contact/contactHomeLink.spec.js","",""
"","1375","Verify Navbar Visible On Login Page","chromium","2026-06-01","passed","2026-06-01","","profile/profileNavbarVisible.spec.js","",""
"","4430","Verify Product Condition Visibility","chromium","2026-06-01","passed","2026-06-01","","product/productCondition.spec.js","",""
"","14740","Verify Home Link Visible","firefox","2026-06-01","passed","2026-06-01","","shipping\shippingHomeLinkVisible.spec.js","",""
"","16202","Verify Name Field Visible","firefox","2026-06-01","passed","2026-06-01","","contact\contactNameField.spec.js","",""
"","42813","Search Invalid Product","firefox","2026-06-01","passed","2026-06-01","","product\invalidSearch.spec.js","",""
"","1434","Verify Footer Visible On Login Page","chromium","2026-06-01","passed","2026-06-01","","profile/profileFooterVisible.spec.js","",""
"","1675","Verify Footer Visible On Contact Page","chromium","2026-06-01","passed","2026-06-01","","contact/contactFooterVisibility.spec.js","",""
"","43135","Verify Product Quantity In Cart","firefox","2026-06-01","passed","2026-06-01","","product\quantity.spec.js","",""
"","18149","Verify Cart Page Visible","webkit","2026-06-01","passed","2026-06-01","","payment\paymentCartPageVisible.spec.js","",""
"","22036","Verify Product Condition Visibility","webkit","2026-06-01","passed","2026-06-01","","product\productCondition.spec.js","",""
"","6073","Login with sahil.alamcse1@gmail.com","chromium","2026-06-01","passed","2026-06-01","Data Driven Login Tests","authentication/loginDataDriven.spec.js","",""
"","25797","Add Product To Cart","webkit","2026-05-29","failed","2026-05-29","","cart\cart.spec.js","",""
"","7228","Verify Signup Section Visible","webkit","2026-06-01","passed","2026-06-01","","profile\profileSignupPageVisible.spec.js","",""
"","34278","Verify Product Visibility In Cart","webkit","2026-06-01","passed","2026-06-01","","cart\cartProductVisibility.spec.js","",""
"","28321","Verify Cart Is Empty Initially","firefox","2026-06-01","passed","2026-06-01","","cart\emptyCart.spec.js","",""
"","7146","Verify Continue Shopping Button Visibility","chromium","2026-06-01","passed","2026-06-01","","product/continueShopping.spec.js","",""
"","1542","Verify Products Link Visible","chromium","2026-06-01","passed","2026-06-01","","profile/profileProductsLinkVisible.spec.js","",""
"","7828","Verify Checkout Button Visibility","chromium","2026-06-01","passed","2026-06-01","","checkout/checkoutButton.spec.js","",""
"","34781","Verify Cart URL","firefox","2026-06-01","passed","2026-06-01","","cart\cartUrl.spec.js","",""
"","52881","Verify Continue Shopping Button Visibility","firefox","2026-06-01","passed","2026-06-01","","product\continueShopping.spec.js","",""
"","4733","Verify Footer Visible On Checkout Page","chromium","2026-06-01","passed","2026-06-01","","checkout/checkoutFooter.spec.js","",""
"","31310","Verify Product Price Visibility","webkit","2026-06-01","passed","2026-06-01","","product\productPrice.spec.js","",""
"","7593","Verify Subscription Section Visible","firefox","2026-06-01","passed","2026-06-01","","shipping\shippingSubscriptionVisible.spec.js","",""
"","1398","Verify Subject Field Visible","chromium","2026-06-01","passed","2026-06-01","","contact/contactSubjectField.spec.js","",""
"","38525","Submit Contact Us Form","webkit","2026-06-01","passed","2026-06-01","","contact\contactForm.spec.js","",""
"","4902","Verify Login Button Visible","webkit","2026-06-01","passed","2026-06-01","","profile\profileLoginButtonVisible.spec.js","",""
"","62472","Search Product And Add To Cart","firefox","2026-06-01","passed","2026-06-01","","cart\searchAndCart.spec.js","",""
"","1361","Verify Subscription Section Visible","chromium","2026-06-01","passed","2026-06-01","","payment/paymentSubscriptionVisible.spec.js","",""
"","3804","Verify Product Visibility In Cart","chromium","2026-05-30","passed","2026-05-30","","cart\cartProductVisibility.spec.js","",""
"","20378","Verify Footer Visible On Cart Page","chromium","2026-06-01","passed","2026-06-01","","shipping/shippingFooterVisible.spec.js","",""
"","1304","Verify Signup Section Visible","chromium","2026-06-01","passed","2026-06-01","","profile/profileSignupPageVisible.spec.js","",""
"","26020","Search Product Sleeveless Dress","firefox","2026-06-01","passed","2026-06-01","","product\product.spec.js","",""
"","14024","Verify Products Link Visible","webkit","2026-06-01","passed","2026-06-01","","payment\paymentProductsLinkVisible.spec.js","",""
"","4702","Verify Cart Page Navigation","chromium","2026-06-01","passed","2026-06-01","","cart/cartNavigation.spec.js","",""
"","4440","Verify Navigation Menu Visible On Checkout Page","chromium","2026-06-01","passed","2026-06-01","","checkout/checkoutNavbar.spec.js","",""
"","21019","Verify All Products Heading","firefox","2026-06-01","passed","2026-06-01","","product\productHeading.spec.js","",""
"","28237","Verify Empty Checkout Page Accessible","firefox","2026-06-01","passed","2026-06-01","","checkout\emptyCheckout.spec.js","",""
"","3728","Verify Product Quantity In Cart","chromium","2026-05-30","passed","2026-05-30","","product\quantity.spec.js","",""
"","8624","Verify Signup Button Visible","webkit","2026-06-01","passed","2026-06-01","","profile\profileSignupButtonVisible.spec.js","",""
"","29320","Verify Contact Us Link Visible On Checkout Page","firefox","2026-06-01","passed","2026-06-01","","checkout\checkoutContactLink.spec.js","",""
"","9616","Verify Contact Us Link Visible","firefox","2026-06-01","passed","2026-06-01","","shipping\shippingContactLinkVisible.spec.js","",""
"","7526","Verify Email Textbox Visible","webkit","2026-06-01","passed","2026-06-01","","profile\profileEmailTextbox.spec.js","",""
"","5134","Verify Subscription Section On Checkout Page","chromium","2026-06-01","passed","2026-06-01","","checkout/checkoutSubscription.spec.js","",""
"","159","Get All Products API","chromium","2026-06-01","passed","2026-06-01","","api/getProducts.spec.js","",""
"","15150","Verify Subscription Section Visible On Login Page","firefox","2026-06-01","passed","2026-06-01","","authentication\subscriptionSectionVisibility.spec.js","",""
"","1897","Verify Contact Us Heading Visible","chromium","2026-06-01","passed","2026-06-01","","contact/contactHeading.spec.js","",""
"","8066","Verify Cart Page Title","webkit","2026-06-01","passed","2026-06-01","","shipping\shippingPageTitle.spec.js","",""
"","20681","Verify Cart Page Title","webkit","2026-06-01","passed","2026-06-01","","cart\cartPageTitle.spec.js","",""
"","45951","Login And Save Auth State","firefox","2026-06-01","passed","2026-06-01","","authentication\authSetup.spec.js","",""
"","18897","Verify Product Condition Visibility","firefox","2026-06-01","passed","2026-06-01","","product\productCondition.spec.js","",""
"","27807","Verify Subscription Section On Checkout Page","webkit","2026-06-01","passed","2026-06-01","","checkout\checkoutSubscription.spec.js","",""
"","497","Get All Products API","firefox","2026-06-01","passed","2026-06-01","","api\getProducts.spec.js","",""
"","30077","Verify Empty Checkout Page Accessible","webkit","2026-06-01","passed","2026-06-01","","checkout\emptyCheckout.spec.js","",""
"","17612","Verify Login Page Title","firefox","2026-06-01","passed","2026-06-01","","profile\profilePageTitle.spec.js","",""
"","8954","Verify Signup Login Link Visible","webkit","2026-06-01","passed","2026-06-01","","shipping\shippingLoginLinkVisible.spec.js","",""
"","4100","Verify Search Box Visibility","chromium","2026-06-01","passed","2026-06-01","","product/searchVisibility.spec.js","",""
"","15605","Verify Subject Field Visible","webkit","2026-06-01","passed","2026-06-01","","contact\contactSubjectField.spec.js","",""
"","1295","Verify Contact Us Link Visible","chromium","2026-06-01","passed","2026-06-01","","shipping/shippingContactLinkVisible.spec.js","",""
"","28082","Verify Search Input Accepts Text","webkit","2026-06-01","passed","2026-06-01","","product\searchInput.spec.js","",""
"","18293","Verify Contact Us Heading Visible","webkit","2026-06-01","passed","2026-06-01","","contact\contactHeading.spec.js","",""
"","15018","Verify Cart Page Navigation","webkit","2026-06-01","passed","2026-06-01","","cart\cartNavigation.spec.js","",""
"","29150","Generate Auth State","webkit","2026-06-01","passed","2026-06-01","","auth-generate.spec.js","",""
"","7454","Verify Navbar Visible On Login Page","webkit","2026-06-01","passed","2026-06-01","","profile\profileNavbarVisible.spec.js","",""
"","9053","Verify Signup Section Visible","firefox","2026-06-01","passed","2026-06-01","","profile\profileSignupPageVisible.spec.js","",""
